ID,Year,Month,Day,Title,URL
3199806,1403,08,24,سردار فدوی پاسخی پشیمان کننده به اسرائیل می دهیم,https://www.tasnimnews.com/fa/news/1403/08/24/3199806/سردار-فدوی-پاسخی-پشیمان-کننده-به-اسرائیل-می-دهیم
3199794,1403,08,24,مراسم سیزدهمین سالگرد شهادت سردار طهرانی مقدم برگزار شد,https://www.tasnimnews.com/fa/news/1403/08/24/3199794/مراسم-سیزدهمین-سالگرد-شهادت-سردار-طهرانی-مقدم-برگزار-شد
3199176,1403,08,23,انفجار پیجرها نشان داد نمی توان به فناوری خارجی اتکا کرد,https://www.tasnimnews.com/fa/news/1403/08/23/3199176/انفجار-پیجرها-نشان-داد-نمی-توان-به-فناوری-خارجی-اتکا-کرد
3199144,1403,08,23,هلاکت و دستگیری 11 تروریست طی 48 ساعته گذشته در جنوب شرق,https://www.tasnimnews.com/fa/news/1403/08/23/3199144/هلاکت-و-دستگیری-11-تروریست-طی-48-ساعته-گذشته-در-جنوب-شرق
3198591,1403,08,22,بازدید امیر واحدی از نمایشگاه هوایی چین,https://www.tasnimnews.com/fa/news/1403/08/22/3198591/بازدید-امیر-واحدی-از-نمایشگاه-هوایی-چین
3198459,1403,08,22,موسوی دستاوردهای شهید طهرانی مقدم در اختیار جبهه مقاومت است,https://www.tasnimnews.com/fa/news/1403/08/22/3198459/موسوی-دستاوردهای-شهید-طهرانی-مقدم-در-اختیار-جبهه-مقاومت-است
3198403,1403,08,22,ویترین تسنیم شماره 785,https://www.tasnimnews.com/fa/news/1403/08/22/3198403/ویترین-تسنیم-شماره-785
3198252,1403,08,21,مشاور امنیت ملی عراق با سردار سلامی دیدار کرد,https://www.tasnimnews.com/fa/news/1403/08/21/3198252/مشاور-امنیت-ملی-عراق-با-سردار-سلامی-دیدار-کرد
3198148,1403,08,21,وعده های صادق 1و2 محصول مجاهدتهای شهید طهرانی مقدم است,https://www.tasnimnews.com/fa/news/1403/08/21/3198148/وعده-های-صادق-1و2-محصول-مجاهدتهای-شهید-طهرانی-مقدم-است
3198118,1403,08,21,مشاور امنیت ملی عراق با سردار قاآنی دیدار کرد,https://www.tasnimnews.com/fa/news/1403/08/21/3198118/مشاور-امنیت-ملی-عراق-با-سردار-قاآنی-دیدار-کرد
3197912,1403,08,21,ردپای شهید طهرانی مقدم در دستاوردهای پدافندهوایی و پهپادی,https://www.tasnimnews.com/fa/news/1403/08/21/3197912/ردپای-شهید-طهرانی-مقدم-در-دستاوردهای-پدافندهوایی-و-پهپادی
3197525,1403,08,20,جزئیات حادثه تروریستی سراوان شهدا از هموطنان اهل سنت,https://www.tasnimnews.com/fa/news/1403/08/20/3197525/جزئیات-حادثه-تروریستی-سراوان-شهدا-از-هموطنان-اهل-سنت
